itrial,d,method,coverage,width
43,145,jackknife+,0.86,7.069963181242664
43,145,jackknife-mm,0.97,9.026610668922823
43,145,CV+,0.92,7.722494994852695
43,145,split,0.98,13.108849843252537
44,145,naive,0.0,1.9522161665008753e-14
44,145,jackknife,0.8,6.470438065776084
44,145,jackknife+,0.8,6.579615413862502
44,145,jackknife-mm,0.9,8.345206088115255
44,145,CV+,0.84,6.877601766602315
44,145,split,0.81,8.547211995982616
45,145,naive,0.0,2.3954171979312377e-14
45,145,jackknife,0.94,9.174127079176968
45,145,jackknife+,0.93,8.925496772852545
45,145,jackknife-mm,0.99,11.889242018164829
45,145,CV+,0.98,9.561901019872186
45,145,split,0.96,10.689103043721659
46,145,naive,0.0,2.5202062658991053e-14
46,145,jackknife,0.95,9.419269806763195
46,145,jackknife+,0.93,9.280799100353295
46,145,jackknife-mm,0.99,12.009805081292956
46,145,CV+,0.91,8.48589659797533
46,145,split,0.86,9.41191411675081
47,145,naive,0.0,2.1316282072803006e-14
47,145,jackknife,0.87,8.758448175757135
47,145,jackknife+,0.89,8.79832543152159
47,145,jackknife-mm,0.98,11.209626982629029
47,145,CV+,0.94,9.04855862919413
47,145,split,0.89,9.334259706281653
48,145,naive,0.0,2.4868995751603507e-14
48,145,jackknife,0.86,9.171858371436679
48,145,jackknife+,0.91,9.641759416901758
48,145,jackknife-mm,0.99,12.066550364955136
48,145,CV+,0.97,10.068323046401549
48,145,split,0.92,9.97544572363958
49,145,naive,0.0,2.1316282072803006e-14
49,145,jackknife,1.0,11.189449346052834
49,145,jackknife+,1.0,11.388130279249303
49,145,jackknife-mm,1.0,14.431682496761297
49,145,CV+,1.0,11.83312706457049
49,145,split,0.92,11.001948514621478
0,150,naive,0.0,2.7751689835042726e-14
0,150,jackknife,0.97,11.11750286678704
0,150,jackknife+,0.98,11.11774028701644
0,150,jackknife-mm,0.99,13.947238262252116
0,150,CV+,1.0,11.547967857368656
0,150,split,0.92,10.30641139410321
1,150,naive,0.0,2.0454749005693885e-14
1,150,jackknife,0.85,7.747935295950038
1,150,jackknife+,0.85,7.661929787276282
1,150,jackknife-mm,0.91,9.746448171081097
1,150,CV+,0.85,8.0450633309288
1,150,split,0.84,8.509981815961256
2,150,naive,0.0,2.097877427331696e-14
2,150,jackknife,0.87,7.142356477836574
2,150,jackknife+,0.86,7.262780000851885
2,150,jackknife-mm,0.96,9.166080281409382
2,150,CV+,0.94,8.034078662812988
2,150,split,0.94,10.752334801268418
3,150,naive,0.0,2.1191937094044988e-14
3,150,jackknife,0.86,7.787642103310661
3,150,jackknife+,0.88,8.118876796536087
3,150,jackknife-mm,0.93,9.967244031469166
3,150,CV+,0.93,9.226722984587193
3,150,split,0.88,8.72734767561372
4,150,naive,0.0,1.9539925233402755e-14
4,150,jackknife,0.81,7.682438122818862
4,150,jackknife+,0.83,7.84588934045056
4,150,jackknife-mm,0.93,9.956193322150883
4,150,CV+,0.89,8.564508424695433
4,150,split,0.9,9.504277242282395
5,150,naive,0.0,2.1316282072803006e-14
5,150,jackknife,0.89,8.677291294025066
5,150,jackknife+,0.89,8.812222642114069
5,150,jackknife-mm,0.96,11.112291456729206
5,150,CV+,0.94,9.70048136700373
5,150,split,0.91,9.774645737046018
6,150,naive,0.0,2.757793993168889e-14
6,150,jackknife,0.91,8.285378835935816
6,150,jackknife+,0.92,8.220013218154227
6,150,jackknife-mm,0.96,10.403834901882233
6,150,CV+,0.95,9.482508280807275
6,150,split,0.87,9.216645568695718
7,150,naive,0.0,2.098321516541546e-14
7,150,jackknife,0.91,10.041284059281722
7,150,jackknife+,0.93,10.093972565086387
7,150,jackknife-mm,0.98,12.874359443707226
7,150,CV+,0.92,9.845762520200495
7,150,split,0.78,7.88026979128695
8,150,naive,0.0,2.7889357490096246e-14
8,150,jackknife,0.81,7.751364637441275
8,150,jackknife+,0.82,7.937725093214874
8,150,jackknife-mm,0.9,9.899257536132112
8,150,CV+,0.85,8.384744377087323
8,150,split,0.84,8.12827326490542
9,150,naive,0.0,1.922906278650771e-14
9,150,jackknife,0.93,7.825363475293407
9,150,jackknife+,0.93,8.218472075743994
9,150,jackknife-mm,0.96,10.069018882969608
9,150,CV+,0.95,9.431707190686533
9,150,split,0.93,9.318223708159481
10,150,naive,0.0,2.903066675941091e-14
10,150,jackknife,0.88,8.120512253760424
10,150,jackknife+,0.9,8.479517002728647
10,150,jackknife-mm,0.96,10.45526804743296
10,150,CV+,0.95,8.822739497688366
10,150,split,0.97,10.494064514788166
11,150,naive,0.0,2.1316282072803006e-14
11,150,jackknife,0.82,7.24899787275558
11,150,jackknife+,0.83,7.362044764497065
11,150,jackknife-mm,0.91,9.2757459919494
11,150,CV+,0.93,8.952371163889843
11,150,split,0.88,9.641765794624195
12,150,naive,0.0,2.6505464489900988e-14
12,150,jackknife,0.84,7.161275861952279
12,150,jackknife+,0.85,7.348177103038625
12,150,jackknife-mm,0.92,9.358851524685658
12,150,CV+,0.9,7.978134947769559
12,150,split,0.93,10.225098271698844
13,150,naive,0.0,2.3998580900297383e-14
13,150,jackknife,0.83,7.925554010832427
13,150,jackknife+,0.87,8.124919802775572
13,150,jackknife-mm,0.94,10.208909399683591
13,150,CV+,0.93,8.985409421990912
13,150,split,0.93,11.220227531992299
14,150,naive,0.0,2.1316282072803006e-14
14,150,jackknife,0.86,7.490826599204611
14,150,jackknife+,0.87,7.543779055247909
14,150,jackknife-mm,0.97,9.655749157778695
14,150,CV+,0.95,9.282696426656996
14,150,split,0.89,8.943784332053074
15,150,naive,0.0,2.5721647034515627e-14
15,150,jackknife,0.98,11.0791446095443
15,150,jackknife+,0.97,10.891621305866142
15,150,jackknife-mm,1.0,13.882696800758719
15,150,CV+,0.98,10.943644152579832
15,150,split,0.87,7.971756747367376
16,150,naive,0.0,1.91491267287347e-14
16,150,jackknife,0.76,6.221977348731947
16,150,jackknife+,0.77,6.195872245413733
16,150,jackknife-mm,0.89,8.033473015541428
16,150,CV+,0.84,6.858608001728175
16,150,split,0.89,9.430650199481674
17,150,naive,0.0,2.5281998716764065e-14
17,150,jackknife,0.82,6.974668486183138
17,150,jackknife+,0.84,6.879020440816139
17,150,jackknife-mm,0.95,8.993506271162158
17,150,CV+,0.88,7.6564048421721145
17,150,split,0.91,9.681634208568125
18,150,naive,0.0,1.9557688801796757e-14
18,150,jackknife,0.85,7.687289450332083
18,150,jackknife+,0.86,7.7800793617872674
18,150,jackknife-mm,0.93,9.996930447465681
18,150,CV+,0.93,9.08260029130019
18,150,split,0.86,9.076458008964096
19,150,naive,0.0,2.842170943040401e-14
19,150,jackknife,0.92,7.108632780049438
19,150,jackknife+,0.93,7.400326395092268
19,150,jackknife-mm,0.97,9.332991792484343
19,150,CV+,0.95,7.921354778197087
19,150,split,0.98,11.202470195951445
20,150,naive,0.0,3.361755318564974e-14
20,150,jackknife,0.95,9.575277327192252
20,150,jackknife+,0.93,9.305934691285245
20,150,jackknife-mm,0.99,12.08350333520232
20,150,CV+,0.95,9.557525268418058
20,150,split,0.9,7.480880081962611
21,150,naive,0.0,2.1316282072803006e-14
21,150,jackknife,0.93,8.857159108447744
21,150,jackknife+,0.94,8.98430614224972
21,150,jackknife-mm,0.98,11.452232609011585
21,150,CV+,0.97,9.815484936497763
21,150,split,0.88,8.383018723485366
22,150,naive,0.0,2.3092638912203256e-14
22,150,jackknife,0.92,8.980309862525678
22,150,jackknife+,0.92,9.005949437482112
22,150,jackknife-mm,0.96,11.414843510366104
22,150,CV+,0.96,9.68303249819761
22,150,split,0.95,11.154404566291774
23,150,naive,0.0,1.9895196601282804e-14
23,150,jackknife,0.72,5.537951564896737
23,150,jackknife+,0.71,5.476894507536149
23,150,jackknife-mm,0.83,7.018745291135036
23,150,CV+,0.77,5.826307200769636
23,150,split,0.95,10.198513028486305
24,150,naive,0.0,1.7088552795030408e-14
24,150,jackknife,0.95,7.86818998072798
24,150,jackknife+,0.94,7.910562291656274
24,150,jackknife-mm,0.98,10.068725375052376
24,150,CV+,0.96,7.9362588898884034
24,150,split,0.95,9.148021222074561
25,150,naive,0.0,2.1667112548584555e-14
25,150,jackknife,0.95,9.750686771365242
25,150,jackknife+,0.91,9.389768387335604
25,150,jackknife-mm,0.97,12.264266851223885
25,150,CV+,0.95,9.906364980187758
25,150,split,0.83,8.665651448147202
26,150,naive,0.0,2.7551294579097884e-14
26,150,jackknife,0.84,7.228931448852113
26,150,jackknife+,0.89,7.457104397439185
26,150,jackknife-mm,0.98,9.233312084697749
26,150,CV+,0.98,8.704978093324245
26,150,split,0.93,9.911204123441859
27,150,naive,0.0,2.2746249328520207e-14
27,150,jackknife,0.9,9.17190791922209
27,150,jackknife+,0.94,9.771041094468053
27,150,jackknife-mm,0.98,11.754456189750845
27,150,CV+,0.9,9.86143933599576
27,150,split,0.84,8.386622947367515
28,150,naive,0.0,2.2151169787321124e-14
28,150,jackknife,0.98,11.266842255463219
28,150,jackknife+,0.98,11.841736724423152
28,150,jackknife-mm,0.99,14.541519850487795
28,150,CV+,0.99,12.68898480729174
28,150,split,0.94,9.064542896125673
29,150,naive,0.0,1.7763568394002505e-14
29,150,jackknife,0.97,9.63052384639007
29,150,jackknife+,0.98,9.412281367377052
29,150,jackknife-mm,1.0,12.11941434746328
29,150,CV+,0.97,9.475805256721697
29,150,split,0.85,9.63144933024009
30,150,naive,0.0,2.3074875343809254e-14
30,150,jackknife,0.92,9.527780087275758
30,150,jackknife+,0.94,9.445298453494614
30,150,jackknife-mm,0.98,12.149007335090404
30,150,CV+,0.95,9.18962996925648
30,150,split,0.95,10.914412203838125
31,150,naive,0.0,1.9539925233402755e-14
31,150,jackknife,0.87,7.238846734776862
31,150,jackknife+,0.89,7.692017525465291
31,150,jackknife-mm,0.97,9.200932684044881
31,150,CV+,0.91,8.11785159931918
31,150,split,0.97,11.709759711992223
32,150,naive,0.0,3.0215829838198263e-14
32,150,jackknife,0.85,7.129643210829967
32,150,jackknife+,0.89,7.282610080986027
32,150,jackknife-mm,0.97,9.277356183458256
32,150,CV+,0.96,8.688864060270511
32,150,split,0.94,9.86074152597165
33,150,naive,0.0,2.5712765250318625e-14
33,150,jackknife,0.92,7.898303663585097
33,150,jackknife+,0.92,7.802533881964374
33,150,jackknife-mm,0.95,10.071526436415418
33,150,CV+,0.96,9.186640228806379
33,150,split,0.99,14.704221539510797
34,150,naive,0.0,2.666311615939776e-14
34,150,jackknife,0.98,11.83521972731113
34,150,jackknife+,0.98,12.332589977995385
34,150,jackknife-mm,1.0,15.05003811708799
34,150,CV+,0.98,10.963253813936184
34,150,split,0.87,9.124784799842146
35,150,naive,0.0,2.0876633755051443e-14
35,150,jackknife,0.91,8.02432405987628
35,150,jackknife+,0.91,7.97845350009523
35,150,jackknife-mm,0.97,10.182339727342969
35,150,CV+,0.95,9.375800523477638
35,150,split,0.89,8.98546716331944
36,150,naive,0.0,1.7084111902931908e-14
36,150,jackknife,0.84,6.591224608731388
36,150,jackknife+,0.85,6.89982318252488
36,150,jackknife-mm,0.91,8.565201437807021
36,150,CV+,0.89,7.696064845512679
36,150,split,0.85,8.69332205096035
37,150,naive,0.0,1.7763568394002505e-14
37,150,jackknife,0.94,8.593491458935446
37,150,jackknife+,0.94,8.937700525444876
37,150,jackknife-mm,1.0,11.045475075761733
37,150,CV+,0.98,10.390251774176868
37,150,split,0.88,8.74363891978137
38,150,naive,0.0,2.1316282072803006e-14
38,150,jackknife,0.92,10.259330715766836
38,150,jackknife+,0.92,9.953967656171997
38,150,jackknife-mm,0.98,12.958892737239099
38,150,CV+,0.93,9.36989748550117
38,150,split,0.87,9.43581310657621
39,150,naive,0.0,2.1316282072803006e-14
39,150,jackknife,0.76,7.422489765384555
39,150,jackknife+,0.8,7.6252133412997045
39,150,jackknife-mm,0.9,9.593201855891676
39,150,CV+,0.86,8.482035862315183
39,150,split,0.94,10.026378037693512
40,150,naive,0.0,2.1316282072803006e-14
40,150,jackknife,0.89,8.18131128362442
40,150,jackknife+,0.93,8.436113887441813
40,150,jackknife-mm,0.98,10.450165128408084
40,150,CV+,0.94,8.718003870296913
40,150,split,0.94,9.703122929632574
41,150,naive,0.0,1.807887173299605e-14
41,150,jackknife,0.86,6.932524626670557
41,150,jackknife+,0.86,7.081033415917276
41,150,jackknife-mm,0.94,8.981968207233614
41,150,CV+,0.91,8.317522805329528
41,150,split,0.91,10.119319111090249
42,150,naive,0.0,3.552713678800501e-14
42,150,jackknife,0.91,8.008583954050538
42,150,jackknife+,0.91,7.901568433283085
42,150,jackknife-mm,0.98,10.121910592310021
42,150,CV+,0.98,9.284238712386568
42,150,split,0.82,8.238298678911747
43,150,naive,0.0,2.3092638912203256e-14
43,150,jackknife,0.96,10.839348480286388
43,150,jackknife+,0.97,11.40357328443617
43,150,jackknife-mm,1.0,14.001792006493522
43,150,CV+,0.98,10.827259432399206
43,150,split,0.88,10.311011990058798
44,150,naive,0.0,3.197442310920451e-14
44,150,jackknife,0.83,7.509954788668549
44,150,jackknife+,0.81,7.268350213179718
44,150,jackknife-mm,0.95,9.534151507978553
44,150,CV+,0.87,7.7783441505393025
44,150,split,0.8,9.094335155279664
45,150,naive,0.0,1.7763568394002505e-14
45,150,jackknife,0.92,9.037455867021244
45,150,jackknife+,0.91,8.813887753749237
45,150,jackknife-mm,0.94,11.525877913730058
45,150,CV+,0.94,9.506344339278856
45,150,split,0.89,8.675975537582545
46,150,naive,0.0,2.2160051571518124e-14
46,150,jackknife,0.93,8.424501418706932
46,150,jackknife+,0.95,8.564403279418263
46,150,jackknife-mm,0.98,10.751694233783255
46,150,CV+,0.98,9.245961421187943
46,150,split,0.89,8.721834409780662
47,150,naive,0.0,3.197442310920451e-14
47,150,jackknife,0.8,6.210061898801614
47,150,jackknife+,0.82,6.356734598394963
47,150,jackknife-mm,0.93,7.995790877825057
47,150,CV+,0.89,7.019000130280549
47,150,split,0.93,10.796178766735693
48,150,naive,0.0,2.1316282072803006e-14
48,150,jackknife,0.92,10.267165939198524
48,150,jackknife+,0.95,10.218358796100256
48,150,jackknife-mm,0.99,13.574799280391922
48,150,CV+,0.97,10.46826905338196
48,150,split,0.96,9.492349720686239
49,150,naive,0.0,2.0974333381218456e-14
49,150,jackknife,0.93,7.384269665213669
49,150,jackknife+,0.93,7.390696014825047
49,150,jackknife-mm,0.98,9.455380709574273
49,150,CV+,0.96,8.6070636746612
49,150,split,0.89,8.129076067696614
0,155,naive,0.0,2.4868995751603507e-14
0,155,jackknife,0.87,6.578528386962022
0,155,jackknife+,0.88,6.664039962571103
0,155,jackknife-mm,0.94,8.289453535312575
0,155,CV+,0.91,7.324780473434117
0,155,split,0.96,9.22366701864074
1,155,naive,0.0,2.3107071811523383e-14
1,155,jackknife,0.96,10.322549690248794
1,155,jackknife+,0.96,10.735519355552793
1,155,jackknife-mm,0.98,13.158775766389772
1,155,CV+,0.97,10.973443705273699
1,155,split,0.96,11.075916454277603
2,155,naive,0.0,2.100541962590796e-14
2,155,jackknife,0.99,12.976748151066813
2,155,jackknife+,0.99,12.57123167904494
2,155,jackknife-mm,1.0,16.172932152067595
2,155,CV+,0.99,11.188722124930575
2,155,split,0.94,10.270194078464865
3,155,naive,0.0,1.9670931550308524e-14
3,155,jackknife,0.97,10.161763159530171
3,155,jackknife+,0.97,10.10645097775532
3,155,jackknife-mm,0.99,13.032660377293908
3,155,CV+,0.98,11.02566745776805
3,155,split,0.89,9.072331718507462
4,155,naive,0.0,2.097877427331696e-14
4,155,jackknife,0.84,7.573110720121154
4,155,jackknife+,0.83,7.359146378378807
4,155,jackknife-mm,0.94,9.541176083999805
4,155,CV+,0.86,7.772804839933619
4,155,split,0.93,10.010606108485947
5,155,naive,0.0,2.168931700907706e-14
5,155,jackknife,0.88,9.613556799904272
5,155,jackknife+,0.88,9.590689301562284
5,155,jackknife-mm,0.96,12.168780988417826
5,155,CV+,0.91,10.17386347450111
5,155,split,0.86,8.465416168489305
6,155,naive,0.0,3.019806626980426e-14
6,155,jackknife,0.98,8.94832048793657
6,155,jackknife+,0.98,9.155196964797732
6,155,jackknife-mm,1.0,11.319365743826914
6,155,CV+,0.96,9.010244693267019
6,155,split,0.83,8.379291151042189
7,155,naive,0.0,1.6004975122996256e-14
7,155,jackknife,0.92,9.154012769261753
7,155,jackknife+,0.93,9.512897339479712
7,155,jackknife-mm,0.96,11.517755439595534
7,155,CV+,0.93,9.116488725814964
7,155,split,0.91,10.644576100109518
8,155,naive,0.0,1.9557688801796757e-14
8,155,jackknife,0.9,8.56115183512081
8,155,jackknife+,0.9,8.246526598284952
8,155,jackknife-mm,0.95,10.64893033108926
8,155,CV+,0.91,8.781725003656003
8,155,split,0.88,9.028047753794455
9,155,naive,0.0,1.8669510382096632e-14
9,155,jackknife,0.75,6.858251672632135
9,155,jackknife+,0.81,7.040919981733587
9,155,jackknife-mm,0.88,8.776775004423037
9,155,CV+,0.85,7.624666324841371
9,155,split,0.8,8.550225531396409
10,155,naive,0.0,2.1316282072803006e-14
10,155,jackknife,0.88,8.61148043970816
10,155,jackknife+,0.88,8.659571780886006
10,155,jackknife-mm,0.96,10.915471518840391
10,155,CV+,0.92,9.245428358840027
10,155,split,0.94,10.184485291773571
11,155,naive,0.0,2.4868995751603507e-14
11,155,jackknife,0.93,8.689988887990834
11,155,jackknife+,0.93,8.578943504919458
11,155,jackknife-mm,0.98,10.91890342136517
11,155,CV+,0.94,8.363589467575125
11,155,split,0.95,11.168267059915237
12,155,naive,0.0,2.1933566074494593e-14
12,155,jackknife,0.88,8.109635707970478
12,155,jackknife+,0.87,8.08922653108076
12,155,jackknife-mm,0.96,10.352497741854561
12,155,CV+,0.94,9.241561186379267
12,155,split,0.88,9.506660119252844
13,155,naive,0.0,2.0445867221496882e-14
13,155,jackknife,0.76,6.225919315789425
13,155,jackknife+,0.8,6.476913878870348
13,155,jackknife-mm,0.87,7.943882599231989
13,155,CV+,0.9,8.610797829901081
13,155,split,0.9,9.757123030222072
14,155,naive,0.0,2.565947454513662e-14
14,155,jackknife,0.83,8.488805437888846
14,155,jackknife+,0.83,8.632553920719953
14,155,jackknife-mm,0.95,10.69949672221775
14,155,CV+,0.88,9.353712431522823
14,155,split,0.86,9.867790493422984
15,155,naive,0.0,2.4868995751603507e-14
15,155,jackknife,0.97,10.328099711842551
15,155,jackknife+,0.96,10.51088686015353
15,155,jackknife-mm,0.99,12.908079744659103
15,155,CV+,0.96,9.87309302643249
15,155,split,0.91,8.777201496647562
16,155,naive,0.0,1.9522161665008753e-14
16,155,jackknife,0.89,7.646621116653351
16,155,jackknife+,0.89,7.6515646351116615
16,155,jackknife-mm,0.95,9.7386268784471
16,155,CV+,0.9,8.571075797172213
16,155,split,0.98,11.221191328627063
17,155,naive,0.0,2.4868995751603507e-14
17,155,jackknife,0.86,6.9084140489764465
17,155,jackknife+,0.88,7.2501748361824
17,155,jackknife-mm,0.97,8.88738092386197
17,155,CV+,0.94,8.119487945599353
17,155,split,0.96,10.623049164502591
18,155,naive,0.0,2.7542412794900885e-14
18,155,jackknife,0.94,7.953219580415521
18,155,jackknife+,0.94,8.448130923808405
18,155,jackknife-mm,0.97,10.136137003984445
18,155,CV+,0.96,8.796950143046864
18,155,split,0.93,10.255605398132975
19,155,naive,0.0,1.936450999551198e-14
19,155,jackknife,0.96,9.548641607539125
19,155,jackknife+,0.97,9.181760416167856
19,155,jackknife-mm,1.0,11.994600425656692
19,155,CV+,0.99,10.948923941885496
19,155,split,0.95,10.95312515464373
20,155,naive,0.0,2.6330049252010212e-14
20,155,jackknife,0.84,7.570123356393147
20,155,jackknife+,0.84,7.757497817078176
20,155,jackknife-mm,0.96,9.642989527003419
20,155,CV+,0.96,9.687707701488549
20,155,split,0.87,9.151359674621316
21,155,naive,0.0,2.2142288003124122e-14
21,155,jackknife,0.98,10.150111432137214
21,155,jackknife+,0.98,10.416067762406326
21,155,jackknife-mm,0.99,12.714534240145678
21,155,CV+,0.98,10.392347111530501
21,155,split,0.87,8.932114055304321
22,155,naive,0.0,2.0463630789890885e-14
22,155,jackknife,0.91,7.614270022381773
22,155,jackknife+,0.92,7.877960567645516
22,155,jackknife-mm,0.98,9.597320885472977
22,155,CV+,0.9,7.505471967637518
22,155,split,0.87,9.03200421119305
23,155,naive,0.0,2.3092638912203256e-14
23,155,jackknife,0.78,6.4578956356005195
23,155,jackknife+,0.8,6.621640412096439
23,155,jackknife-mm,0.91,8.203601122767457
23,155,CV+,0.81,6.926454942946071
23,155,split,0.92,10.019481668421012
24,155,naive,0.0,2.0436985437299883e-14
24,155,jackknife,0.86,7.697066019408758
24,155,jackknife+,0.87,7.835113074666207
24,155,jackknife-mm,0.91,9.751763874006501
24,155,CV+,0.87,8.270437290949001
24,155,split,0.9,9.468609156312196
25,155,naive,0.0,2.171152146956956e-14
25,155,jackknife,0.8,6.084328912097087
25,155,jackknife+,0.81,6.025369605936522
25,155,jackknife-mm,0.88,7.745485869731877
25,155,CV+,0.89,7.510341186119765
25,155,split,0.87,10.330552757269249
26,155,naive,0.0,2.1348478540517134e-14
26,155,jackknife,0.96,10.416323753663526
26,155,jackknife+,0.98,11.042430066806808
26,155,jackknife-mm,1.0,13.362566280751194
26,155,CV+,0.98,10.472573678850488
26,155,split,0.94,10.178810595228171
27,155,naive,0.0,2.842170943040401e-14
27,155,jackknife,0.83,6.655599923192186
27,155,jackknife+,0.83,6.787084286334834
27,155,jackknife-mm,0.89,8.529440611675472
27,155,CV+,0.91,8.130345409161997
27,155,split,0.93,10.03403466488726
28,155,naive,0.0,1.9539925233402755e-14
28,155,jackknife,0.96,9.619654985733915
28,155,jackknife+,0.98,10.040446071944565
28,155,jackknife-mm,0.98,12.225542016380587
28,155,CV+,0.98,10.308256826962829
28,155,split,0.86,9.132034380930717
29,155,naive,0.0,2.1316282072803006e-14
29,155,jackknife,0.88,8.466054927385684
29,155,jackknife+,0.9,8.683788265561082
29,155,jackknife-mm,0.92,10.812089677969466
29,155,CV+,0.93,9.50612046946432
29,155,split,0.86,8.897660392363337
30,155,naive,0.0,2.2354340600827526e-14
30,155,jackknife,0.85,7.09219207343419
30,155,jackknife+,0.88,7.190833502135458
30,155,jackknife-mm,0.95,8.89296762560213
30,155,CV+,0.94,8.10077488421881
30,155,split,0.97,10.805358816263322
31,155,naive,0.0,2.2737367544323207e-14
31,155,jackknife,0.91,7.618031175530606
31,155,jackknife+,0.94,7.912277642996347
31,155,jackknife-mm,0.99,9.655493142047048
31,155,CV+,0.99,9.025791266367355
31,155,split,0.97,11.22128236902718
32,155,naive,0.0,1.9957369090661813e-14
32,155,jackknife,0.82,7.597924926252404
32,155,jackknife+,0.86,7.984212392281421
32,155,jackknife-mm,0.95,9.759408833274302
32,155,CV+,0.9,8.338348028269719
32,155,split,0.85,9.178788505306551
33,155,naive,0.0,1.8554047187535617e-14
33,155,jackknife,0.9,7.988295711743615
33,155,jackknife+,0.88,7.871038153631619
33,155,jackknife-mm,0.96,10.513615327660009
33,155,CV+,0.9,8.467572309452843
33,155,split,0.86,9.906057211896377
34,155,naive,0.0,2.4896751327219135e-14
34,155,jackknife,0.93,8.492177585041254
34,155,jackknife+,0.95,8.806430035257602
34,155,jackknife-mm,1.0,10.695828586061744
34,155,CV+,0.96,9.00575626418609
34,155,split,0.91,10.012901934877155
35,155,naive,0.0,2.0436985437299883e-14
35,155,jackknife,0.83,6.9991221233435805
35,155,jackknife+,0.87,7.140843151107407
35,155,jackknife-mm,0.94,8.871761050935214
35,155,CV+,0.91,8.0251445543045
35,155,split,0.88,9.66403201057598
36,155,naive,0.0,3.7285730059011254e-14
36,155,jackknife,0.92,8.629556072534319
36,155,jackknife+,0.93,8.89091155905161
36,155,jackknife-mm,0.99,11.050023680838926
36,155,CV+,0.97,10.10136244044195
36,155,split,0.89,9.456768125004547
37,155,naive,0.0,1.8198775819655565e-14
37,155,jackknife,0.96,8.65669168823556
37,155,jackknife+,0.94,8.677583819385495
37,155,jackknife-mm,0.98,11.12581563275419
37,155,CV+,0.95,9.212604065550744
37,155,split,0.91,9.224851117392063
38,155,naive,0.0,1.8616219676914626e-14
38,155,jackknife,0.89,8.57213079193224
38,155,jackknife+,0.91,8.567137636394039
38,155,jackknife-mm,0.96,10.710549738445073
38,155,CV+,0.93,9.2713307905938
38,155,split,0.9,9.644692199509596
39,155,naive,0.0,2.2177815139912126e-14
39,155,jackknife,0.94,8.242027409887037
39,155,jackknife+,0.93,8.162385085012463
39,155,jackknife-mm,0.99,10.306470867556788
39,155,CV+,0.95,8.18917120767498
39,155,split,0.95,9.343875608970375
40,155,naive,0.0,2.3092638912203256e-14
40,155,jackknife,0.86,8.975453269683571
40,155,jackknife+,0.85,9.018668613645746
40,155,jackknife-mm,0.93,11.273866055149107
40,155,CV+,0.91,9.672477458387544
40,155,split,0.82,9.300337568318783
41,155,naive,0.0,2.4868995751603507e-14
41,155,jackknife,0.87,7.336838244624598
41,155,jackknife+,0.91,7.746242806662401
41,155,jackknife-mm,0.96,9.355863170702532
41,155,CV+,0.94,8.595109319706001
41,155,split,0.8,6.992829833959791
42,155,naive,0.0,2.5237589795779058e-14
42,155,jackknife,0.95,9.355789759263228
42,155,jackknife+,0.96,9.555004890278166
42,155,jackknife-mm,0.97,11.924265933149735
42,155,CV+,0.96,9.641045187298152
42,155,split,0.91,9.38265772043452
43,155,naive,0.0,2.4277801990990612e-14
43,155,jackknife,0.9,7.675715638970064
43,155,jackknife+,0.91,7.778527627963459
43,155,jackknife-mm,0.97,9.75322915174579
43,155,CV+,0.91,8.041012901737869
43,155,split,0.86,8.49341442481052
44,155,naive,0.0,2.0454749005693885e-14
44,155,jackknife,0.81,6.885317885310911
44,155,jackknife+,0.86,7.177716372141015
44,155,jackknife-mm,0.93,8.856930456496796
44,155,CV+,0.91,8.098374437105086
44,155,split,0.84,8.072921045364328
45,155,naive,0.0,1.8696155734687637e-14
45,155,jackknife,0.92,8.327933659400102
45,155,jackknife+,0.92,8.124376502995027
45,155,jackknife-mm,0.98,10.660158058852867
45,155,CV+,0.92,8.654071266787401
45,155,split,0.93,10.603076663554303
46,155,naive,0.0,3.2791547255328625e-14
46,155,jackknife,0.95,9.234575329702393
46,155,jackknife+,0.96,9.421489400549833
46,155,jackknife-mm,0.97,11.797386523685732
46,155,CV+,0.97,10.60665514761812
46,155,split,0.85,9.613033467545153
47,155,naive,0.0,2.842170943040401e-14
47,155,jackknife,0.89,7.414661089717665
47,155,jackknife+,0.85,7.12022810758072
47,155,jackknife-mm,0.97,9.19828977575138
47,155,CV+,0.92,8.026839143189074
47,155,split,0.87,8.083204927351453
48,155,naive,0.0,2.2195578708306128e-14
48,155,jackknife,0.89,7.926091325548026
48,155,jackknife+,0.9,8.031134005842564
48,155,jackknife-mm,0.93,10.091555391478494
48,155,CV+,0.93,8.784234297286343
48,155,split,0.81,8.248318019897233
49,155,naive,0.0,2.477351657148574e-14
49,155,jackknife,0.9,8.05669906290561
49,155,jackknife+,0.92,8.59396751732076
49,155,jackknife-mm,0.97,10.323434347903921
49,155,CV+,0.94,9.134421807724934
49,155,split,0.9,9.212901548535433
0,160,naive,0.0,2.567723811353062e-14
0,160,jackknife,0.92,8.937941780496821
0,160,jackknife+,0.95,9.280214599398718
0,160,jackknife-mm,0.99,11.109217832658503
0,160,CV+,0.98,9.530038162257764
0,160,split,0.85,8.308555396757788
1,160,naive,0.0,2.307820601288313e-14
1,160,jackknife,0.98,10.23893737173169
1,160,jackknife+,0.99,10.35708651934361
1,160,jackknife-mm,0.99,12.901645488621057
1,160,CV+,0.98,9.581649787775588
1,160,split,0.96,11.575271632233726
2,160,naive,0.0,2.1675994332781557e-14
2,160,jackknife,0.83,6.450960143410527
2,160,jackknife+,0.84,6.555381433969599
2,160,jackknife-mm,0.92,8.13745563124878
